Word,Sentiment
UNFAVORABILITY,negative
UNFAVORABLE,negative
UNFAVORABLY,negative
UNFAVOURABLE,negative
UNFEASIBLE,negative
UNFIT,negative
UNFITNESS,negative
UNFORESEEABLE,negative
UNFORESEEN,negative
UNFORSEEN,negative
UNFORTUNATE,negative
UNFORTUNATELY,negative
UNFOUNDED,negative
UNFRIENDLY,negative
UNFULFILLED,negative
UNFUNDED,negative
UNINSURED,negative
UNINTENDED,negative
UNINTENTIONAL,negative
UNINTENTIONALLY,negative
UNJUST,negative
UNJUSTIFIABLE,negative
UNJUSTIFIABLY,negative
UNJUSTIFIED,negative
UNJUSTLY,negative
UNKNOWING,negative
UNKNOWINGLY,negative
UNLAWFUL,negative
UNLAWFULLY,negative
UNLICENSED,negative
UNLIQUIDATED,negative
UNMARKETABLE,negative
UNMATCHED,positive
UNMERCHANTABLE,negative
UNMERITORIOUS,negative
UNNECESSARILY,negative
UNNECESSARY,negative
UNNEEDED,negative
UNOBTAINABLE,negative
UNOCCUPIED,negative
UNPAID,negative
UNPARALLELED,positive
UNPERFORMED,negative
UNPLANNED,negative
UNPOPULAR,negative
UNPREDICTABILITY,negative
UNPREDICTABLE,negative
UNPREDICTABLY,negative
UNPREDICTED,negative
UNPRODUCTIVE,negative
UNPROFITABILITY,negative
UNPROFITABLE,negative
UNQUALIFIED,negative
UNREALISTIC,negative
UNREASONABLE,negative
UNREASONABLENESS,negative
UNREASONABLY,negative
UNRECEPTIVE,negative
UNRECOVERABLE,negative
UNRECOVERED,negative
UNREIMBURSED,negative
UNRELIABLE,negative
UNREMEDIED,negative
UNREPORTED,negative
UNRESOLVED,negative
UNREST,negative
UNSAFE,negative
UNSALABLE,negative
UNSALEABLE,negative
UNSATISFACTORY,negative
UNSATISFIED,negative
UNSAVORY,negative
UNSCHEDULED,negative
UNSELLABLE,negative
UNSOLD,negative
UNSOUND,negative
UNSTABILIZED,negative
UNSTABLE,negative
UNSUBSTANTIATED,negative
UNSUCCESSFUL,negative
UNSUCCESSFULLY,negative
UNSUITABILITY,negative
UNSUITABLE,negative
UNSUITABLY,negative
UNSUITED,negative
UNSURE,negative
UNSURPASSED,positive
UNSUSPECTED,negative
UNSUSPECTING,negative
UNSUSTAINABLE,negative
UNTENABLE,negative
UNTIMELY,negative
UNTRUSTED,negative
UNTRUTH,negative
UNTRUTHFUL,negative
UNTRUTHFULLY,negative
UNTRUTHFULNESS,negative
UNTRUTHS,negative
UNUSABLE,negative
UNWANTED,negative
UNWARRANTED,negative
UNWELCOME,negative
UNWILLING,negative
UNWILLINGNESS,negative
UPSET,negative
UPTURN,positive
UPTURNS,positive
URGENCY,negative
URGENT,negative
USURIOUS,negative
USURP,negative
USURPED,negative
USURPING,negative
USURPS,negative
USURY,negative
VALUABLE,positive
VANDALISM,negative
VERDICT,negative
VERDICTS,negative
VERSATILE,positive
VERSATILITY,positive
VETOED,negative
VIBRANCY,positive
VIBRANT,positive
VICTIMS,negative
VIOLATE,negative
VIOLATED,negative
VIOLATES,negative
VIOLATING,negative
VIOLATION,negative
VIOLATIONS,negative
VIOLATIVE,negative
VIOLATOR,negative
VIOLATORS,negative
VIOLENCE,negative
VIOLENT,negative
VIOLENTLY,negative
VITIATE,negative
VITIATED,negative
VITIATES,negative
VITIATING,negative
VITIATION,negative
VOIDED,negative
VOIDING,negative
VOLATILE,negative
VOLATILITY,negative
VULNERABILITIES,negative
VULNERABILITY,negative
VULNERABLE,negative
VULNERABLY,negative
WARN,negative
WARNED,negative
WARNING,negative
WARNINGS,negative
WARNS,negative
WASTED,negative
WASTEFUL,negative
WASTING,negative
WEAK,negative
WEAKEN,negative
WEAKENED,negative
WEAKENING,negative
WEAKENS,negative
WEAKER,negative
WEAKEST,negative
WEAKLY,negative
WEAKNESS,negative
WEAKNESSES,negative
WILLFULLY,negative
WIN,positive
WINNER,positive
WINNERS,positive
WINNING,positive
WORRIES,negative
WORRY,negative
WORRYING,negative
WORSE,negative
WORSEN,negative
WORSENED,negative
WORSENING,negative
WORSENS,negative
WORST,negative
WORTHLESS,negative
WORTHY,positive
WRITEDOWN,negative
WRITEDOWNS,negative
WRITEOFF,negative
WRITEOFFS,negative
WRONG,negative
WRONGDOING,negative
WRONGDOINGS,negative
WRONGFUL,negative
WRONGFULLY,negative
WRONGLY,negative
